nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm0233026,Martin Donovan,1950,NA,"writer,miscellaneous,producer","tt0104070,tt0117691,tt0094667,tt8297804"
nm0005345,Robert Rehme,1935,NA,"producer,executive","tt0105112,tt0120738,tt0109444,tt0109254"
nm0000271,Anne Archer,1947,NA,"actress,producer,soundtrack","tt0160009,tt0105112,tt0093010,tt0108122"
nm0000920,Patrick Bergin,1951,NA,"actor,soundtrack,producer","tt0105112,tt0102945,tt0102797,tt0102340"
nm0915819,Brooklyn Weaver,NA,NA,"producer,manager,miscellaneous","tt0481369,tt2199571,tt0151738,tt1206543"
nm0939056,Fann Wong,1971,NA,"actress,soundtrack","tt0317019,tt0317034,tt0300471,tt0314978"
nm0288670,Bruce Fowler,1947,NA,"music_department,soundtrack,composer","tt0119654,tt0298814,tt1375666,tt0107290"
nm0795225,Robin Shou,1960,NA,"actor,director,writer","tt0119707,tt0452608,tt0113855,tt0118708"
nm0846480,Cary-Hiroyuki Tagawa,1950,NA,"actor,producer,miscellaneous","tt0113855,tt0133152,tt0411951,tt1028532"
nm0095460,Ed Boon,1964,NA,"writer,actor,miscellaneous","tt2182384,tt0411677,tt0119707,tt0113855"
nm0864880,John Tobias,NA,NA,"writer,miscellaneous,art_department","tt0119707,tt0113855,tt0430661,tt0190573"
nm0238256,Kevin Droney,1948,NA,"writer,producer,miscellaneous","tt0131646,tt0103442,tt0113855,tt0088513"
nm0440415,Lawrence Kasanoff,1959,NA,"producer,writer,director","tt0111503,tt0113855,tt1587414,tt0119707"
nm0001951,Björk,1965,NA,"soundtrack,composer,actress","tt0114614,tt0138545,tt0168629,tt0110413"
nm0000366,Catherine Deneuve,1943,NA,"actress,soundtrack,producer","tt0059646,tt0168629,tt0061395,tt0283832"
nm0005810,Robby Müller,1940,2018,"cinematographer,camera_department,actor","tt0112817,tt0087884,tt0087995,tt0115751"
nm0350726,François Gédigier,NA,NA,"editor,sound_department,editorial_department","tt0168629,tt0110963,tt0337692,tt0095250"
nm1039315,Massive Attack,NA,NA,"soundtrack,music_department,composer","tt0133093,tt1392190,tt0125659,tt0138704"
nm0355659,Irma P. Hall,1935,NA,"actress,producer,assistant","tt0119807,tt0369339,tt0119668,tt0335245"
nm0741740,William Rose,1914,1987,writer,"tt0060921,tt0061735,tt0057193,tt0048281"
nm1633672,Jonathan Amos,NA,NA,"editor,editorial_department","tt1478964,tt3890160,tt4468740,tt0446029"
nm3906429,NA,NA,NA,NA,NA
nm3915728,NA,NA,NA,NA,NA
nm1082643,Thomas Townend,NA,NA,"cinematographer,camera_department","tt1478964,tt1289406,tt1242460,tt5742374"
nm2692293,Stephen Mao,1960,NA,"producer,miscellaneous,actor","tt7332306,tt6952960,tt6043142,tt1450321"
nm0550371,Eddie Marsan,1968,NA,"actor,soundtrack","tt1213663,tt1735898,tt1045670,tt0315733"
nm1580671,Jon S. Baird,1972,NA,"director,producer,writer","tt3385524,tt3186130,tt1450321,tt4938700"
nm0024909,Mark Amin,NA,NA,"producer,writer,director","tt1772264,tt1450321,tt0120679,tt0337697"
nm3909704,NA,NA,NA,NA,NA
nm1676089,Will Clarke,NA,NA,"producer,executive","tt2088003,tt1478964,tt2932536,tt4547056"
nm0469694,Wayne Kramer,1965,NA,"writer,director,art_department","tt0924129,tt0297284,tt0404390,tt0318374"
nm1243877,Sammy Lee,NA,NA,producer,"tt0325596,tt0340855,tt0404390,tt0331811"
nm1278274,Michael A. Pierce,NA,NA,"producer,director,actor","tt0402910,tt0404390,tt0318374,tt0918575"
nm0002023,Matt Craven,1956,NA,actor,"tt0112740,tt0099871,tt0104257,tt1270798"
nm0771512,Michael Schiffer,NA,NA,"writer,producer,soundtrack","tt0112740,tt0094894,tt0097722,tt0119874"
nm0377543,Richard P. Henrick,1951,NA,writer,"tt0112740,tt0281618"
nm0001679,Mark Rolston,1956,NA,"actor,sound_department,writer","tt0120812,tt0090605,tt0407887,tt0111161"
nm0340436,Kevin Greutert,1965,NA,"editorial_department,editor,director","tt0482606,tt0120338,tt1233227,tt2300975"
nm0906993,Andrew Wald,1946,NA,producer,"tt0120184,tt0109635"
nm0369561,Stephen Hauser,NA,NA,"miscellaneous,writer,actor","tt0109635,tt0117665,tt0108171,tt0106028"
nm4170324,Mauricio Lopez,NA,NA,actor,tt1433108
nm0311024,Tony Gayton,1959,NA,"writer,miscellaneous,producer","tt1699748,tt0235737,tt1433108,tt0264935"
nm0311020,Joe Gayton,NA,NA,"writer,miscellaneous,producer","tt1433108,tt0130297,tt0115783,tt1699748"
nm0612487,Kieran Mulroney,1965,NA,"actor,writer,soundtrack","tt0101545,tt3717490,tt1515091,tt0437405"
nm4223882,Dacre Montgomery,1994,NA,actor,"tt4574334,tt4443658,tt3717490,tt3784652"
nm5518972,NA,NA,NA,NA,NA
nm3485108,NA,NA,NA,NA,NA
nm2410311,Dean Israelite,1984,NA,"director,writer,miscellaneous","tt3717490,tt2436386,tt1391559,tt1217613"
nm1802251,Michele Mulroney,NA,NA,"writer,producer,director","tt0835457,tt1515091,tt0437405,tt3717490"
nm0307070,Pierce Gardner,1951,NA,"writer,producer,director","tt3409962,tt0480242,tt1600487,tt0160484"
nm0258431,Brad Epstein,NA,NA,"producer,miscellaneous,actor","tt1836349,tt0276751,tt0480242,tt4876952"
nm2079784,Sondre Lerche,1982,NA,"soundtrack,composer,music_department","tt0480242,tt0427152,tt2723576,tt1925421"
nm0771496,Stephen Schiff,NA,NA,"producer,writer,assistant_director","tt0119558,tt2149175,tt1027718,tt0139668"
nm0576540,Anil Mehta,NA,NA,"cinematographer,director,actor","tt0150992,tt0420332,tt0347304,tt0169102"
nm0944834,Raghuvir Yadav,1957,NA,"actor,music_department,soundtrack","tt0164538,tt1980970,tt0986213,tt0169102"
nm0961737,Gracy Singh,1980,NA,"actress,music_department","tt0374887,tt0373856,tt0169102,tt1016044"
nm0791226,Rachel Shelley,1969,NA,actress,"tt2397255,tt0169102,tt6918342,tt0330251"
nm0332950,Ashutosh Gowariker,1964,NA,"writer,actor,producer","tt0169102,tt0367110,tt8176040,tt0449994"
nm1021349,Kumar Dave,NA,NA,"actor,writer,assistant_director","tt0121989,tt0172980,tt0169102,tt0491724"
nm1021353,Sanjay Dayma,NA,NA,"writer,director,assistant_director","tt0476848,tt0169102"
nm1022153,K.P. Saxena,NA,NA,writer,"tt0437238,tt0449994,tt0367110,tt0169102"
nm0001162,Griffin Dunne,1955,NA,"actor,director,producer","tt0082010,tt0088680,tt0790636,tt1333125"
nm0192090,Rusty Cundieff,1960,NA,"director,actor,producer","tt0353049,tt0114609,tt3733772,tt0106880"
nm2086105,James Duffy,NA,NA,"director,editorial_department,editor","tt0813128,tt1333125,tt5038192,tt0487044"
nm0000695,Joanne Whalley,1961,NA,actress,"tt0120483,tt0100232,tt0096446,tt0090424"
nm0001116,Warwick Davis,1970,NA,"actor,writer,producer","tt0371724,tt0350258,tt0096446,tt1201607"
nm0550577,Jean Marsh,1934,NA,"actress,miscellaneous,writer","tt0066722,tt0080516,tt0068611,tt0096446"
nm0231190,Bob Dolman,NA,NA,"writer,producer,actor","tt0081925,tt0280460,tt0104231,tt0096446"
nm0941214,Nigel Wooll,1941,NA,"assistant_director,producer,production_manager","tt0482546,tt0096446,tt0119173,tt0085811"
nm4301796,John Kerr,1950,2016,writer,tt1571222
nm0951392,Jackie Zabel,NA,NA,"producer,writer","tt1264894,tt5138232,tt0230011,tt0802821"
nm0160004,Claudia Christian,1965,NA,"actress,director,writer","tt0121804,tt0105946,tt0297162,tt0230011"
nm0007233,Bryce Zabel,NA,NA,"producer,writer,miscellaneous","tt0802821,tt0230011,tt0119707,tt0115151"
nm0005457,Dina Spybey-Waters,1965,NA,"actress,producer","tt0322330,tt0425123,tt0338094,tt0251160"
nm1344075,Marc Lévy,1961,NA,"writer,actor,producer","tt0425123,tt0110910,tt2599172,tt0827192"
nm0641169,Dustin O'Halloran,1971,NA,"sound_department,composer,soundtrack","tt0422720,tt3502262,tt3741834,tt1758692"
nm0579580,Chris Menges,1940,NA,"cinematographer,camera_department,director","tt0096464,tt0117039,tt0087553,tt0091530"
nm4223385,Thomas Horn,NA,NA,"actor,assistant_director","tt5714330,tt2328745,tt0477302,tt5649812"
nm1583636,Jonathan Safran Foer,1977,NA,"writer,actor,producer","tt3848354,tt0477302,tt0404030,tt2180351"
nm0159802,Jesper Christensen,1948,NA,"actor,director,producer","tt0381061,tt1226753,tt2379713,tt0830515"
nm0826369,Martin Stellman,1948,NA,"writer,director,producer","tt0097373,tt0373926,tt0089009,tt0079766"
nm0911422,Brian Ward,NA,NA,"writer,director,producer","tt2267382,tt0373926,tt1572195,tt0472071"
nm0687506,Joan Plowright,1929,NA,"actress,soundtrack","tt0130623,tt0416236,tt0101811,tt0106701"
nm0807977,Dodie Smith,1896,1990,"writer,actress","tt0055254,tt0024848,tt0115433,tt0211181"
nm0582338,Ricardo Mestres,1958,NA,"producer,miscellaneous","tt0269347,tt0119137,tt0116669,tt0115433"
nm0076412,Peter Schink,NA,NA,"writer,editor,editorial_department","tt0124901,tt1038686,tt0165710,tt0109402"
nm1622973,Amanda Marshall,1978,NA,"producer,miscellaneous,writer","tt1512235,tt4034354,tt3172532,tt5580516"
nm7708571,NA,NA,NA,NA,NA
nm3453283,Dan Kwan,NA,NA,"director,actor,writer","tt4272746,tt5114356,tt4034354,tt6710474"
nm3215397,Daniel Scheinert,NA,NA,"director,miscellaneous,actor","tt4034354,tt6710474,tt9356952,tt4272746"
nm0047419,Miranda Bailey,1977,NA,"producer,actress,director","tt0350774,tt6547044,tt3172532,tt4034354"
nm1224078,Lawrence Inglee,NA,NA,"producer,miscellaneous","tt4034354,tt0319262,tt4015500,tt0790712"
nm2473652,Lauren Mann,NA,NA,"producer,actress,miscellaneous","tt4034354,tt0920462,tt3984356,tt1423995"
nm0006288,David Shire,1937,NA,"music_department,composer,soundtrack","tt0443706,tt0076666,tt0091949,tt0086837"
nm0912001,Jack Warden,1920,2006,"actor,soundtrack","tt0050083,tt0114924,tt0078718,tt0084855"
nm0000842,Martin Balsam,1919,1996,actor,"tt0059798,tt0074119,tt0050083,tt0054215"
nm0001587,Alan J. Pakula,1928,1998,"producer,director,writer","tt0074119,tt0100404,tt0084707,tt0056592"
nm0077012,Carl Bernstein,1944,NA,"writer,miscellaneous","tt0097354,tt3319844,tt4998370,tt0074119"
nm0940124,Bob Woodward,1943,NA,"writer,actor","tt0098660,tt0074119,tt0096665,tt0092132"
nm0003144,Walter Coblenz,NA,NA,"miscellaneous,production_manager,producer","tt0074119,tt0119695,tt0082648,tt0069806"
nm0022397,Craig Alpert,NA,NA,"editor,editorial_department,visual_effects","tt0478311,tt5463162,tt2848292,tt0910936"
nm1727356,Rasmus Hardiker,1985,NA,"actor,music_department","tt1362058,tt1240982,tt0757084,tt3138604"
nm0078897,Ben Best,NA,NA,"writer,actor,producer","tt0866442,tt0457400,tt1240982,tt0829482"
nm0413011,Steve Jablonsky,1970,NA,"composer,music_department,soundtrack","tt0418279,tt1860357,tt0399201,tt0410975"
nm0293352,David Freeman,NA,NA,"editor,writer,editorial_department","tt0455538,tt0130121,tt0119164,tt0800320"
nm0810890,Wim Snape,1985,NA,actor,"tt2909904,tt0053494,tt4469518,tt0119164"
nm0146341,Peter Cattaneo,1964,NA,"director,writer,editor","tt0420835,tt0119164,tt0099382,tt1031969"
nm0664667,Uberto Pasolini,NA,NA,"producer,director,writer","tt0117284,tt0119164,tt1172522,tt2395417"
nm0586528,Shin'ichirô Miki,1968,NA,"actor,soundtrack","tt1776196,tt0156887,tt0138919,tt0270933"
nm0931060,Kent Williams,1964,NA,"actor,sound_department","tt1355642,tt2263944,tt0328738,tt1409055"
nm5023502,Muriel Hofmann,NA,NA,"actress,miscellaneous","tt2379715,tt0765491,tt1355642,tt4327752"
nm9239889,NA,NA,NA,NA,NA
nm0586003,Vic Mignogna,1962,NA,"actor,music_department,sound_department","tt1776196,tt1355642,tt7313314,tt2732442"
nm0657139,Romi Pak,1972,NA,"actress,soundtrack","tt0243694,tt1355642,tt3114390,tt0421357"
nm1069584,Rie Kugimiya,1979,NA,"actress,soundtrack,music_department","tt2085795,tt1355642,tt0988818,tt1196027"
nm3509465,NA,NA,NA,NA,NA
nm0992184,Travis Willingham,1981,NA,"actor,soundtrack,miscellaneous","tt5785964,tt3467114,tt2136138,tt2455546"
nm0118050,Michael Buchanan,NA,2008,"art_director,production_designer,actor","tt0096029,tt0093177,tt0095294,tt0107756"
nm0732367,Andrew Robinson,1942,NA,"actor,director","tt0103956,tt0106145,tt0066999,tt0093177"
nm0383354,Clare Higgins,1955,NA,"actress,soundtrack","tt0095294,tt0375920,tt0385752,tt0093177"
nm0491090,Ashley Laurence,1966,NA,actress,"tt0095294,tt0110410,tt0093177,tt0104870"
nm0152521,Sean Chapman,1961,NA,actor,"tt0829459,tt0095294,tt0092944,tt0093177"
nm0000850,Clive Barker,1952,NA,"writer,producer,actor","tt0093177,tt0100260,tt0805570,tt0103919"
nm0276541,Christopher Figg,1957,NA,"producer,assistant_director","tt0280609,tt6998518,tt1242460,tt0093177"
nm0896485,Robin Vidgeon,1939,NA,"cinematographer,camera_department,assistant_director","tt0086006,tt0119081,tt0082971,tt0087469"
nm0546263,Richard Marden,1928,2006,"editor,sound_department,editorial_department","tt0069281,tt0093177,tt0067805,tt0095294"
nm0010096,Barry Ackroyd,1954,NA,"cinematographer,camera_department,director","tt1535109,tt0887912,tt0475276,tt0460989"
nm0059654,David Alan Basche,1968,NA,"actor,director,producer","tt0475276,tt3958780,tt1261945,tt0489606"
nm1154919,Liza Colón-Zayas,NA,NA,"actress,producer","tt8905948,tt6111574,tt0203259,tt1043813"
nm1838836,J.J. Johnson,NA,NA,actor,"tt0475276,tt0166442"
nm0820163,Tim Squyres,1959,NA,"editor,sound_department,editorial_department","tt0454876,tt0190332,tt0808357,tt0280707"
nm0695038,Marcos Prado,1961,NA,"producer,director,cinematographer","tt0861739,tt1555149,tt5359662,tt0427221"
nm0609944,Wagner Moura,1976,NA,"actor,producer,soundtrack","tt1535108,tt0861739,tt0985073,tt1555149"
nm2386123,André Ramiro,1981,NA,"actor,soundtrack","tt1921149,tt0861739,tt1280567,tt1555149"
nm0432753,Caio Junqueira,1976,2019,actor,"tt0140888,tt0137546,tt0861739,tt0288464"
nm1141101,Milhem Cortaz,1972,NA,actor,"tt0293007,tt0861739,tt1555149,tt3918584"
nm2845583,André Batista,NA,NA,writer,tt0861739
nm1284081,Rodrigo Pimentel,1971,NA,"writer,producer","tt0296108,tt0340468,tt0861739,tt1555149"
nm1284450,Luiz Eduardo Soares,NA,NA,writer,"tt0340468,tt8150228,tt0861739,tt6346630"
nm1939072,Mulatu Astatke,1943,NA,"soundtrack,composer,music_department","tt2294677,tt2322517,tt0412019,tt5990342"
nm0000464,Jim Jarmusch,1953,NA,"director,writer,actor","tt0088184,tt0412019,tt1714915,tt5247022"
nm2260851,Bill Raden,NA,NA,writer,tt0412019
nm0238138,Sara Driver,1955,NA,"miscellaneous,director,actress","tt0412019,tt0108554,tt0091971,tt0088184"
nm0809995,Stacey Smith,NA,NA,"miscellaneous,producer,production_manager","tt1714915,tt0412019,tt0379217,tt0165798"
nm3230448,Tom Gormican,NA,NA,"writer,producer,director","tt1800246,tt6053538"
nm0042992,Scott Aversano,1970,NA,producer,"tt0368008,tt1599348,tt1103153,tt0372588"
nm4312021,Justin Nappi,NA,NA,"producer,actor,executive","tt2017038,tt5304992,tt1764183,tt2891174"
nm0640193,Andrew O'Connor,NA,NA,"producer,writer,actor","tt0387764,tt2758296,tt1800246,tt0841027"
nm1834530,Kevin Turen,1979,NA,"producer,writer,miscellaneous","tt0783238,tt1764183,tt2891174,tt0802948"
nm0302904,Paul Gallico,1897,1976,"writer,actor","tt0069113,tt0035211,tt0409182,tt0067767"
nm0333747,Robert Graf,1964,NA,"producer,location_management,production_manager","tt0477348,tt1092026,tt2562232,tt0475394"
nm0914929,Willie Watson,NA,NA,"soundtrack,actor","tt0215581,tt0159876,tt6412452,tt2316465"
nm1180243,Danny McCarthy,NA,NA,actor,"tt0455275,tt0979432,tt3881784,tt6412452"
nm0518711,Jack London,1876,1916,"writer,actor","tt0018733,tt8356280,tt5515966,tt6412452"
nm0925481,Stewart Edward White,1873,1946,writer,"tt0012025,tt0011396,tt0003743,tt6412452"
nm5558187,NA,NA,NA,NA,NA
nm4455823,NA,NA,NA,NA,NA
nm0812307,Peter Sohn,1977,NA,"actor,animation_department,art_department","tt0382932,tt1049413,tt1979388,tt1453405"
nm4402755,Erik Benson,NA,NA,"writer,art_department,actor","tt1979388,tt1216475,tt1850374,tt0435761"
nm1626375,Kelsey Mann,NA,NA,"art_department,director,animation_department","tt1979388,tt1709198,tt1453405,tt0361201"
nm0475957,Jane Kurson,NA,NA,"editor,editorial_department","tt0094721,tt0091326,tt0102059,tt0340855"
nm0000978,Lloyd Bridges,1913,1998,"actor,soundtrack,director","tt0102059,tt0107144,tt0083530,tt0080339"
nm0006169,Sylvester Levay,NA,NA,"composer,music_department,soundtrack","tt0091225,tt0090859,tt0118749,tt0106519"
nm1207404,Daniel Pemberton,1977,NA,"composer,music_department,soundtrack","tt1638355,tt1972591,tt2193215,tt2080374"
nm0929967,Adam Jeremy Williams,NA,NA,"music_department,soundtrack,sound_department","tt0221218,tt0185431,tt0144120,tt0146675"
nm1210895,Stephanie Szostak,NA,NA,actress,"tt0427152,tt3205236,tt1300854,tt0790736"
nm1115862,David Guion,NA,NA,"writer,actor,director","tt2692250,tt0427152,tt1695384,tt0458364"
nm1911349,Michael Handelman,NA,NA,"writer,director,producer","tt0458364,tt2692250,tt1695384,tt0427152"
nm0891554,Francis Veber,1937,NA,"writer,director,producer","tt0115685,tt0310203,tt0119038,tt0091093"
nm2187603,Scott Porter,1979,NA,"actor,soundtrack","tt1758795,tt6636812,tt0926129,tt0811080"
nm0045813,Nick Bacon,NA,NA,"camera_department,actor","tt0211443,tt0259446,tt0217630,tt0318627"
nm0772245,Adam Schlesinger,1967,NA,"music_department,soundtrack,composer","tt4094300,tt0758766,tt1667889,tt0117887"
nm0854923,Edgard Tenenbaum,NA,NA,"producer,production_manager","tt5067984,tt0318462,tt0498846,tt0287471"
